crawl_timestamp,uniq_id,page_url,product_name,brand,selling_price,list_price,discount_percentage,rating,num_reviews,sku,color
"Apr 18, 2026 @ 01:15:07.310",c6f0069f18ce0c93dfd0314bc2348f3d,https://www.myntra.com/tshirts/fit+oyster/fit-oyster-women-printed-t-shirt/40819229/buy,FIT OYSTER Women Printed T-shirt,FIT OYSTER,561,870,36,,,40819229,Black
"Apr 18, 2026 @ 01:15:07.383",6edba91fa248b8de02587a3465be126c,https://www.myntra.com/tshirts/fit+oyster/fit-oyster-women-printed-t-shirt/40819376/buy,FIT OYSTER Women Printed T-shirt,FIT OYSTER,651,1050,38,,,40819376,Pink
"Apr 18, 2026 @ 01:15:07.452",94f4cfbe07a49a294bd019f820b03786,https://www.myntra.com/tshirts/marks+%26+spencer/marks--spencer-pure-cotton-v-neck-t-shirt/39272402/buy,Marks & Spencer Pure Cotton V-Neck T-Shirt,Marks & Spencer,599,799,25,4.2,140,39272402,Grey
"Apr 18, 2026 @ 01:15:07.519",80a0286c4f988670f8ecc07e9baac366,https://www.myntra.com/tshirts/playr/playr-unisex-printed-polo-collar-sunrisers-hyderabad-jersey-cricket-ipl-jersey/33106586/buy,playR Unisex Printed Polo Collar Sunrisers Hyderabad Jersey Cricket IPL Jersey,playR,671,1199,44,4.1,73,33106586,Orange
"Apr 18, 2026 @ 01:15:11.698",52dabd637386993fa5c5188f63c44b73,https://www.myntra.com/tshirts/corsica/corsica-women-bio-finish-striped-round-neck-cotton-relaxed-fit-t-shirt/32573503/buy,CORSICA Women Bio Finish Striped Round Neck Cotton Relaxed Fit T-shirt,CORSICA,289,999,71,4.3,9068,32573503,Black
"Apr 18, 2026 @ 01:15:11.865",2ae392dc841df83858db89d0868dbba1,https://www.myntra.com/tshirts/fuaark/fuaark-unisex-moisture-wicking-cotton-t-shirt/34101734/buy,FUAARK Unisex Moisture Wicking Cotton T-shirt,FUAARK,758,2099,64,4.5,320,34101734,Rust
"Apr 18, 2026 @ 01:15:11.965",a73884fff89e645bb656ccc90754b0e6,https://www.myntra.com/tshirts/campus+sutra/campus-sutra-men-self-design-polo-collar-cotton-t-shirt/32193132/buy,Campus Sutra Men Self Design Polo Collar Cotton T-shirt,Campus Sutra,679,1699,60,4.4,18789,32193132,White
"Apr 18, 2026 @ 01:15:12.006",417b845f4cd87263af6f9985d01fc78f,https://www.myntra.com/tshirts/moda+rapido/moda-rapido-men-polo-collar-t-shirt/32421223/buy,Moda Rapido Men Polo Collar T-shirt,Moda Rapido,349,999,65,4.2,40216,32421223,Coffee Brown
"Apr 18, 2026 @ 01:15:16.291",8f39bd1acc5824628eb54ec5072677b6,https://www.myntra.com/tshirts/operative/operative-men-striped-polo-collar-t-shirt/40766615/buy,OPERATIVE Men Striped Polo Collar T-shirt,OPERATIVE,563,1299,57,,,40766615,White
"Apr 18, 2026 @ 01:15:16.414",35316fa3ad71b3e9cff77ee86038cb63,https://www.myntra.com/lounge-tshirts/lux+cozi/lux-cozi-polo-collar-lounge-tshirts/28138210/buy,Lux Cozi Polo Collar Lounge Tshirts,Lux Cozi,380,380,,4.2,13975,28138210,Blue
"Apr 18, 2026 @ 01:15:16.585",82f4c6a3e131e23e1a0e4e85e020fcf7,https://www.myntra.com/tshirts/pantaloons+junior/pantaloons-junior-boys-polo-collared-short-sleeves-t-shirt/40740521/buy,Pantaloons Junior Boys Polo Collared Short Sleeves T-shirt,Pantaloons Junior,399,399,,,,40740521,Green
"Apr 18, 2026 @ 01:15:16.676",c5cc6c5b1b8f5a48f724843406f6dce4,https://www.myntra.com/tshirts/moda+rapido/moda-rapido-men-polo-collar-t-shirt/32421368/buy,Moda Rapido Men Polo Collar T-shirt,Moda Rapido,349,999,65,4.2,40217,32421368,Black
"Apr 18, 2026 @ 01:15:20.809",7d1a42fec6d0973270740aa440dedebd,https://www.myntra.com/tshirts/united+colors+of+benetton/united-colors-of-benetton-boys-polo-collar-t-shirt/39692065/buy,United Colors of Benetton Boys Polo Collar T-shirt,United Colors of Benetton,439,999,56,4.4,9,39692065,Cream
"Apr 18, 2026 @ 01:15:21.104",164215caccda2b8db32b28ed20b2b5c7,https://www.myntra.com/tshirts/operative/operative-men-polo-collar-t-shirt/40817470/buy,OPERATIVE Men Polo Collar T-shirt,OPERATIVE,563,1299,57,,,40817470,Green
"Apr 18, 2026 @ 01:15:21.175",185f7142b4a2b57998aebd1f49bf3f0c,https://www.myntra.com/tshirts/the+indian+garage+co/the-indian-garage-co-men-solid-polo-collar-t-shirt/23053394/buy,The Indian Garage Co Men Solid Polo Collar T-shirt,The Indian Garage Co,526,1549,66,4.3,23729,23053394,Purple
"Apr 18, 2026 @ 01:15:21.210",aebe547910bcf51bc2fd0aa9a4ec2027,https://www.myntra.com/tshirts/united+colors+of+benetton/united-colors-of-benetton-boys-polo-collar-t-shirt-with-contrast-sleeve/35076820/buy,United Colors of Benetton Boys Polo Collar T-shirt with Contrast Sleeve,United Colors of Benetton,610,1299,53,4.5,53,35076820,Blue
"Apr 18, 2026 @ 01:15:25.315",5e6faf42406ddfd4bf4665a6bd71186f,https://www.myntra.com/tshirts/campus+sutra/campus-sutra-men-self-design-polo-collar-cotton-t-shirt/32193153/buy,Campus Sutra Men Self Design Polo Collar Cotton T-shirt,Campus Sutra,764,1699,55,4.4,18781,32193153,White
"Apr 18, 2026 @ 01:15:25.663",5353b7f29b03d13d7db5abcb64a0e395,https://www.myntra.com/tshirts/bhabhadbhut/bhabhadbhut-men-polo-collar-t-shirt/40638715/buy,BHABHADBHUT Men Polo Collar T-shirt,BHABHADBHUT,679,1599,58,,,40638715,Yellow
"Apr 18, 2026 @ 01:15:25.785",c90fd0f0bfffc2d7c25841468ae9a3ce,https://www.myntra.com/tshirts/operative/operative-men-striped-polo-collar-t-shirt/40816942/buy,OPERATIVE Men Striped Polo Collar T-shirt,OPERATIVE,563,1299,57,,,40816942,Red
"Apr 18, 2026 @ 01:15:25.914",3b4a3bb720d6f6278265fcb9b99b6113,https://www.myntra.com/lounge-tshirts/lux+cozi/lux-cozi-polo-collar-lounge-tshirts/28138236/buy,Lux Cozi Polo Collar Lounge Tshirts,Lux Cozi,335,419,20,4.2,13857,28138236,Peach
"Apr 18, 2026 @ 01:15:29.864",43b7100aba42b0410210b9381f5299c9,https://www.myntra.com/tshirts/united+colors+of+benetton/united-colors-of-benetton-girls-polo-collar-regular-fit-t-shirt/35076819/buy,United Colors of Benetton Girls Polo Collar Regular Fit T-Shirt,United Colors of Benetton,610,1299,53,4.7,22,35076819,Pink
"Apr 18, 2026 @ 01:15:30.105",2523d1af7892d2e88d4d6ecc32cc017a,https://www.myntra.com/tshirts/earth+conscious/earth-conscious-boys-sky-blue-printed-polo-tshirts/40855289/buy,earth conscious Boys Sky Blue Printed Polo Tshirts,earth conscious,575,575,,,,40855289,Blue
"Apr 18, 2026 @ 01:15:30.268",4435de47f8d8d7063a6e39c11d2724f3,https://www.myntra.com/tshirts/happy+khajana/happy-khajana-men-polo-collar-t-shirt/39024536/buy,HAPPY KHAJANA Men Polo Collar T-shirt,HAPPY KHAJANA,376,999,62,4.0,712,39024536,Brown
"Apr 18, 2026 @ 01:15:30.420",63cd07c82720ef4d245350bb3ffb08d2,https://www.myntra.com/tshirts/operative/operative-men-striped-polo-collar-t-shirt/40817439/buy,OPERATIVE Men Striped Polo Collar T-shirt,OPERATIVE,563,1299,57,,,40817439,Multi
"Apr 18, 2026 @ 01:15:34.421",d7f53a76718b56f3874c27daa09cbd3a,https://www.myntra.com/tshirts/kraus+jeans/kraus-jeans-genz-tshirts/41049105/buy,Kraus Jeans Genz Tshirts,Kraus Jeans,699,699,,,,41049105,White
"Apr 18, 2026 @ 01:15:34.544",1b784ff87c58fb4840fd1b91ae8b8fbe,https://www.myntra.com/tshirts/kraus+jeans/kraus-jeans-genz-tshirts/41049102/buy,Kraus Jeans Genz Tshirts,Kraus Jeans,699,699,,,,41049102,White
"Apr 18, 2026 @ 01:15:34.723",95319096149e63f35abe2ffc5cbb3f4d,https://www.myntra.com/tshirts/kraus+jeans/kraus-jeans-graphic-tshirts/41049111/buy,Kraus Jeans Graphic Tshirts,Kraus Jeans,899,899,,,,41049111,Off White
"Apr 18, 2026 @ 01:15:34.843",b6c724400f1467d70a3b2464d62f9d74,https://www.myntra.com/tshirts/van+heusen/van-heusen-men-white-solid-4-way-stretch-polo-tshirts/40572099/buy,Van Heusen Men White Solid 4 Way Stretch Polo Tshirts,Van Heusen,2669,2999,11,,,40572099,White
"Apr 18, 2026 @ 01:15:38.891",ad22977a6c82f8278a908f8c7f1088c3,https://www.myntra.com/tshirts/kraus+jeans/kraus-jeans-crop-graphic-tshirts/41049103/buy,Kraus Jeans Crop Graphic Tshirts,Kraus Jeans,899,899,,,,41049103,Cream
"Apr 18, 2026 @ 01:15:39.059",f7b0a9007cc202d204085ec9d7e31096,https://www.myntra.com/tshirts/van+heusen/van-heusen-men-black-solid-4-way-stretch-polo-tshirts/40572100/buy,Van Heusen Men Black Solid 4 Way Stretch Polo Tshirts,Van Heusen,2669,2999,11,,,40572100,Black
"Apr 18, 2026 @ 01:15:39.313",485bcd64cf3035dadc3799886af60d3e,https://www.myntra.com/tshirts/kraus+jeans/kraus-jeans-crop-graphic-tshirts/40890077/buy,Kraus Jeans Crop Graphic Tshirts,Kraus Jeans,899,899,,,,40890077,Red
"Apr 18, 2026 @ 01:15:39.456",5bf26b83c60919693c1586a9502a772e,https://www.myntra.com/tshirts/kraus+jeans/kraus-jeans-crop-graphic-tshirts/41049124/buy,Kraus Jeans Crop Graphic Tshirts,Kraus Jeans,899,899,,,,41049124,Orange
"Apr 18, 2026 @ 01:15:43.365",250646b567951585519daf9f6ce57379,https://www.myntra.com/tshirts/kraus+jeans/kraus-jeans-crop-graphic-tshirts/41049120/buy,Kraus Jeans Crop Graphic Tshirts,Kraus Jeans,899,899,,,,41049120,Multi
"Apr 18, 2026 @ 01:15:43.570",2bb415e100a41e2f949db0a01ef7bd05,https://www.myntra.com/tshirts/kraus+jeans/kraus-jeans-crop-graphic-tshirts/41049101/buy,Kraus Jeans Crop Graphic Tshirts,Kraus Jeans,899,899,,,,41049101,Grey
"Apr 18, 2026 @ 01:15:43.808",d7f55d27ca3c4e759690b99182092b64,https://www.myntra.com/tshirts/pepe+jeans/pepe-jeans-boys-cotton-tshirts/39827115/buy,Pepe Jeans Boys Cotton Tshirts,Pepe Jeans,1298,1299,0,,,39827115,White
"Apr 18, 2026 @ 01:15:43.919",e825826d9a0c39b60ab8c6c171b27092,https://www.myntra.com/tshirts/kraus+jeans/kraus-jeans-crop-graphic-tshirts/41049095/buy,Kraus Jeans Crop Graphic Tshirts,Kraus Jeans,899,899,,,,41049095,Purple
"Apr 18, 2026 @ 01:15:47.983",8318f78e2c3d7dcc4056eba235a141b6,https://www.myntra.com/tshirts/kraus+jeans/kraus-jeans-oversized-tshirts/40890069/buy,Kraus Jeans Oversized Tshirts,Kraus Jeans,999,999,,,,40890069,White
"Apr 18, 2026 @ 01:15:48.089",9c6efbda2ae268198873678cfc94a418,https://www.myntra.com/tshirts/kraus+jeans/kraus-jeans-crop-graphic-tshirts/41049118/buy,Kraus Jeans Crop Graphic Tshirts,Kraus Jeans,899,899,,,,41049118,Blue
"Apr 18, 2026 @ 01:15:48.343",c07d840a41a63bb5c4cda86839a1e24d,https://www.myntra.com/tshirts/kraus+jeans/kraus-jeans-crop-graphic-tshirts/41049100/buy,Kraus Jeans Crop Graphic Tshirts,Kraus Jeans,899,899,,,,41049100,White
"Apr 18, 2026 @ 01:15:48.421",7542f53db5bd2af4c840836a5780f67c,https://www.myntra.com/tshirts/kraus+jeans/kraus-jeans-graphic-tshirts/40892745/buy,Kraus Jeans Graphic Tshirts,Kraus Jeans,999,999,,,,40892745,Black
