crawl_timestamp,uniq_id,page_url,product_name,brand,sku,selling_price,list_price,rating,image_url
"Apr 19, 2026 @ 13:49:17.344",c7d0dabb80e94632abdd84f9b6fda39b,https://www.shoppersstop.com/polka-dots-round-neck-cotton-women-dress/p/MMYLRMD6PD1,Polka Dots Round Neck Cotton Women Dress,Moomaya,MMYLRMD6PD1,1204,2800,,https://images-magento.shoppersstop.com/pub/media/catalog/product/MMYLRMD6PD1/MMYLRMD6PD1_WHITE/MMYLRMD6PD1_WHITE.jpg_2000Wx3000H
"Apr 19, 2026 @ 13:49:17.335",2ab1660bb7868660f10c02aebfaeaa62,https://www.shoppersstop.com/floral-v-neck-georgette-women-dress/p/MMYLRMD29PD3,Floral V-Neck Georgette Women Dress,Moomaya,MMYLRMD29PD3,748,2200,,https://images-magento.shoppersstop.com/pub/media/catalog/product/MMYLRMD29PD3/MMYLRMD29PD3_ORANGE/MMYLRMD29PD3_ORANGE.jpg_2000Wx3000H
"Apr 19, 2026 @ 13:49:17.359",6a77ecbcef224e6715904886f05d9f71,https://www.shoppersstop.com/floral-square-neck-polyester-women-dress/p/S22SERALA2873PI,Floral Square Neck Polyester Women Dress,Sera,S22SERALA2873PI,2998,,,https://images-magento.shoppersstop.com/pub/media/catalog/product/S22SERALA2873PI/S22SERALA2873PI_PINK/S22SERALA2873PI_PINK.jpg_2000Wx3000H
"Apr 19, 2026 @ 13:49:17.423",1bb13ca6f620046635038eed0f029745,https://www.shoppersstop.com/solid-v-neck-georgette-women-dress/p/18091NAVY,Solid V-Neck Georgette Women Dress,Qurvii,18091NAVY,4295,,,https://images-magento.shoppersstop.com/pub/media/catalog/product/18091NAVY/18091NAVY_NAVY/18091NAVY_NAVY.jpg_2000Wx3000H
"Apr 19, 2026 @ 13:49:17.436",9c8089b76a684611ab06dd427ab9322d,https://www.shoppersstop.com/printed-viscose-women-dress/p/A20SERALA2710BL,Printed Viscose Women Dress,Sera,A20SERALA2710BL,1294,,,https://images-magento.shoppersstop.com/pub/media/catalog/product/A20SERALA2710BL/A20SERALA2710BL_BLUE/A20SERALA2710BL_BLUE.jpg_2000Wx3000H
"Apr 19, 2026 @ 13:49:17.445",93337c6b46c7f55d0f75a1efd1f1eb5c,https://www.shoppersstop.com/printed-v-neck-blended-fabric-women-dress/p/S25346MUMDR201,Printed V-Neck Blended Fabric Women Dress,FRATINI,S25346MUMDR201,449,1499,,https://images-magento.shoppersstop.com/pub/media/catalog/product/S25346MUMDR201/S25346MUMDR201_BLACK/S25346MUMDR201_BLACK.jpg_2000Wx3000H
"Apr 19, 2026 @ 13:49:17.456",ec9352aa45a12d308d90a06a33f5f404,https://www.shoppersstop.com/solid-v-neck-satin-women-dress/p/N21WDRC11131WN,Solid V-Neck Satin Women Dress,Neudis,N21WDRC11131WN,1699,,,https://images-magento.shoppersstop.com/pub/media/catalog/product/N21WDRC11131WN/N21WDRC11131WN_BURGUNDY/N21WDRC11131WN_BURGUNDY.jpg_2000Wx3000H
"Apr 19, 2026 @ 13:49:17.518",aef1ff8cd4e81562e89d5e1b7a2c3b80,https://www.shoppersstop.com/solid-v-neck-satin-women-dress/p/A2213000,Solid V-Neck Satin Women Dress,Qurvii,A2213000,3795,,,https://images-magento.shoppersstop.com/pub/media/catalog/product/A2213000/A2213000_MAROON/A2213000_MAROON.jpg_2000Wx3000H
"Apr 19, 2026 @ 13:49:17.525",913ccaa0afc810b30b948418e267c721,https://www.shoppersstop.com/solid-v-neck-satin-women-dress/p/N21WDRC11130RD,Solid V-Neck Satin Women Dress,Neudis,N21WDRC11130RD,2199,,,https://images-magento.shoppersstop.com/pub/media/catalog/product/N21WDRC11130RD/N21WDRC11130RD_RED/N21WDRC11130RD_RED.jpg_2000Wx3000H
"Apr 19, 2026 @ 13:49:17.538",17420330314ab185a7c694e770bddca9,https://www.shoppersstop.com/floral-v-neck-polyester-women-dress/p/A21SERALA2710RE,Floral V-Neck Polyester Women Dress,Sera,A21SERALA2710RE,1494,,,https://images-magento.shoppersstop.com/pub/media/catalog/product/A21SERALA2710RE/A21SERALA2710RE_RED/A21SERALA2710RE_RED.jpg_2000Wx3000H
"Apr 19, 2026 @ 13:49:17.558",d7665261d38e3cbaa98299f780a977ec,https://www.shoppersstop.com/floral-v-neck-georgette-women-dress/p/18069RUST,Floral V-Neck Georgette Women Dress,Qurvii,18069RUST,3295,,,https://images-magento.shoppersstop.com/pub/media/catalog/product/18069RUST/18069RUST_RUST/18069RUST_RUST.jpg_2000Wx3000H
"Apr 19, 2026 @ 13:49:17.612",5a46abe7e82a7f26697c78ec1233042b,https://www.shoppersstop.com/printed-cotton-women-dress/p/S21JUN2486A,Printed Cotton Women Dress,Juniper,S21JUN2486A,1249,2499,,https://images-magento.shoppersstop.com/pub/media/catalog/product/S21JUN2486A/S21JUN2486A_BLACK/S21JUN2486A_BLACK.jpg_2000Wx3000H
"Apr 19, 2026 @ 13:49:17.627",4c07087500aba0ddb6fdbccb0e56f409,https://www.shoppersstop.com/solid-v-neck-georgette-women-dress/p/A2213043,Solid V-Neck Georgette Women Dress,Qurvii,A2213043,3695,,,https://images-magento.shoppersstop.com/pub/media/catalog/product/A2213043/A2213043_MAGENTA/A2213043_MAGENTA.jpg_2000Wx3000H
"Apr 19, 2026 @ 13:49:17.635",2c8dcdea96500ebac5e1d3bb3d07c82e,https://www.shoppersstop.com/solid-v-neck-polyester-women-dress/p/LA4203FUSHIA,Solid V-Neck Polyester Women Dress,Sera,LA4203FUSHIA,1694,,,https://images-magento.shoppersstop.com/pub/media/catalog/product/LA4203FUSHIA/LA4203FUSHIA_FUCHSIA/LA4203FUSHIA_FUCHSIA.jpg_2000Wx3000H
"Apr 19, 2026 @ 13:49:17.654",157e441a4f9f46a5a7d7e3ccb07fc6d7,https://www.shoppersstop.com/polka-dots-round-neck-linen-women-dress/p/MMYLRMD10PD6,Polka Dots Round Neck Linen Women Dress,Moomaya,MMYLRMD10PD6,1247,2900,,https://images-magento.shoppersstop.com/pub/media/catalog/product/MMYLRMD10PD6/MMYLRMD10PD6_PINK/MMYLRMD10PD6_PINK.jpg_1000Wx1500H
"Apr 19, 2026 @ 13:49:17.712",b316002d417b39f05894ff41373b818e,https://www.shoppersstop.com/floral-v-neck-rayon-women-dress/p/MMYMD113PD2,Floral V-Neck Rayon Women Dress,Moomaya,MMYMD113PD2,1260,3000,,https://images-magento.shoppersstop.com/pub/media/catalog/product/MMYMD113PD2/MMYMD113PD2_GREEN/MMYMD113PD2_GREEN.jpg_2000Wx3000H
"Apr 19, 2026 @ 13:49:17.726",98f267a684e1439af7834bd2de4c9d0f,https://www.shoppersstop.com/checks-polyester-women-dress/p/LA2850WHITECH,Checks Polyester Women Dress,Sera,LA2850WHITECH,1594,,,https://images-magento.shoppersstop.com/pub/media/catalog/product/LA2850WHITECH/LA2850WHITECH_WHITE/LA2850WHITECH_WHITE.jpg_2000Wx3000H
"Apr 19, 2026 @ 13:49:17.719",a089975ab09ec843135734ab93b0df2d,https://www.shoppersstop.com/printed-v-neck-blended-fabric-women-dress/p/MMYMD81PD1,Printed V-Neck Blended Fabric Women Dress,Moomaya,MMYMD81PD1,1386,2200,,https://images-magento.shoppersstop.com/pub/media/catalog/product/MMYMD81PD1/MMYMD81PD1_BLUE/MMYMD81PD1_BLUE.jpg_2000Wx3000H
"Apr 19, 2026 @ 13:49:17.744",a0620f1aa6475330d63cec7a86232ffd,https://www.shoppersstop.com/solid-v-neck-satin-women-dress/p/N21WDRC11131BK,Solid V-Neck Satin Women Dress,Neudis,N21WDRC11131BK,1699,,,https://images-magento.shoppersstop.com/pub/media/catalog/product/N21WDRC11131BK/N21WDRC11131BK_BLACK/N21WDRC11131BK_BLACK.jpg_2000Wx3000H
"Apr 19, 2026 @ 13:49:17.801",1f1c99c3c75b570617c286154e06dd46,https://www.shoppersstop.com/solid-collared-blended-fabric-women-dress/p/A24346DR66RS,Solid Collared Blended Fabric Women Dress,FRATINI,A24346DR66RS,849,1699,,https://images-magento.shoppersstop.com/pub/media/catalog/product/A24346DR66RS/A24346DR66RS_RUST/A24346DR66RS_RUST.jpg_1000Wx1500H
"Apr 19, 2026 @ 13:49:17.808",749cf3ff879354a8ccefac852b4d2c9d,https://www.shoppersstop.com/abstract-v-neck-georgette-women-dress/p/14075BLACK,Abstract V-Neck Georgette Women Dress,Qurvii,14075BLACK,2895,,,https://images-magento.shoppersstop.com/pub/media/catalog/product/14075BLACK/14075BLACK_BLACK/14075BLACK_BLACK.jpg_2000Wx3000H
"Apr 19, 2026 @ 13:49:17.832",96412fe87d19c44e792afa8e667d1909,https://www.shoppersstop.com/textured-round-neck-rayon-women-dress/p/MMYLRMD137PD4,Textured Round Neck Rayon Women Dress,Moomaya,MMYLRMD137PD4,918,2700,,https://images-magento.shoppersstop.com/pub/media/catalog/product/MMYLRMD137PD4/MMYLRMD137PD4_BLACK/MMYLRMD137PD4_BLACK.jpg_2000Wx3000H
"Apr 19, 2026 @ 13:49:17.843",7475184cca1b9b805646c43bab5d1a1d,https://www.shoppersstop.com/printed-round-neck-polyester-women-dress/p/LA4132RED,Printed Round Neck Polyester Women Dress,Sera,LA4132RED,2278,,,https://images-magento.shoppersstop.com/pub/media/catalog/product/LA4132RED/LA4132RED_RED/LA4132RED_RED.jpg_2000Wx3000H
